trail_id,trail,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,units,park_code
10280629,Navajo Loop Trail to Peekaboo Loop,"{'lat': 37.62326, 'lng': -112.16703}",16.4004,7081.096,410.8704,3,loop,4.5,97,"['dogs-no', 'forest', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing']",i,brca
10015395,Delicate Arch Viewpoint Trail,"{'lat': 38.73408, 'lng': -109.50124}",16.3645,1126.538,42.9768,1,out and back,3.5,209,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i,arch
10111797,Mount LeConte via Trillium Gap Loop Trail,"{'lat': 35.68006, 'lng': -83.46228}",16.3274,23979.166,1225.9056,5,loop,4.5,81,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",i,grsm
10006527,Turk Mountain Trail,"{'lat': 38.12901, 'lng': -78.78466}",16.3087,4023.35,213.9696,1,out and back,4.0,186,"['dogs-leash', 'forest', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,shen
10037163,Apikuni Falls Trail via Appekunny Creek Trail,"{'lat': 48.80541, 'lng': -113.63446}",16.2927,2896.812,178.9176,1,out and back,4.5,119,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,glac
10236076,Horseshoe Lake Trail,"{'lat': 63.73661, 'lng': -148.915}",16.2674,3379.614,119.7864,1,loop,4.5,237,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,dena
10011324,Carbon Glacier Trail,"{'lat': 46.99482, 'lng': -121.91792}",16.2638,30416.526,643.7376,3,out and back,4.5,62,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['bike-touring', 'camping', 'hiking', 'mountain-biking']",i,mora
10030593,Warner Point Nature Trail,"{'lat': 38.56251, 'lng': -107.74201}",16.2627,2414.01,123.7488,1,out and back,4.5,173,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,blca
10002838,Zion Grotto Trail,"{'lat': 37.25184, 'lng': -112.95631}",16.2146,1931.208,13.716,1,out and back,3.5,198,"['dogs-no', 'kids', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i,zion
10002987,Wonderland Trail,"{'lat': 44.23375, 'lng': -68.32016}",16.2034,2574.944,23.7744,1,out and back,4.0,220,"['beach', 'dogs-leash', 'forest', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'cross-country-skiing']",i,acad
10038315,Beaver Ponds Loop Trail,"{'lat': 44.97375, 'lng': -110.70442}",16.1935,8851.37,232.8672,3,loop,4.5,187,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'cross-country-skiing', 'horseback-riding']",i,yell
10015354,Bristlecone Loop Trail,"{'lat': 37.47529, 'lng': -112.23953}",16.1923,1609.34,26.8224,1,loop,4.0,204,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i,brca
10013938,High Peaks Trail,"{'lat': 36.48421, 'lng': -121.16649}",16.1903,10138.842,539.8008,7,loop,4.5,88,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking']",i,pinn
10002386,Doyles River Falls Trail,"{'lat': 38.25429, 'lng': -78.68279}",16.1787,5471.756,359.9688,3,out and back,4.5,138,"['dogs-leash', 'kids', 'views', 'waterfall']","['hiking', 'nature-trips', 'walking']",i,shen
10257739,Pine Tree Arch Trail and Tunnel Arch Trail,"{'lat': 38.78292, 'lng': -109.59513}",16.1415,1448.406,57.912,1,out and back,4.5,155,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,arch
10263217,Cascade Pass Trail,"{'lat': 48.47497, 'lng': -121.07505}",16.1338,10460.71,542.8488,5,out and back,5.0,105,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking']",i,noca
10017215,Chimney Rock Loop Trail,"{'lat': 38.315690000000004, 'lng': -111.3039}",16.1326,5310.822,241.7064,3,loop,4.5,142,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,care
10235884,Ptarmigan Lake Trail,"{'lat': 48.79984, 'lng': -113.6791}",16.1099,13840.324,577.9008,5,out and back,5.0,98,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,glac
10015501,The Bowl Trail,"{'lat': 44.33155, 'lng': -68.18519}",16.0589,2092.142,136.8552,3,loop,4.5,102,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,acad
10273406,Mirror Lake from Shuttle Stop 17,"{'lat': 37.7394, 'lng': -119.55955}",16.0151,3701.482,44.8056,1,loop,4.0,146,"['forest', 'lake', 'partially-paved', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i,yose
10320915,Gem Lake Trail and Lumpy Ridge Loop,"{'lat': 40.39649, 'lng': -105.51273}",16.0138,7081.096,344.7288,3,loop,4.5,149,"['forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i,romo
10279503,Bryce Point Trail,"{'lat': 37.60419, 'lng': -112.15679}",15.9909,321.868,7.9248,1,out and back,4.5,131,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wildlife']","['birding', 'nature-trips', 'walking']",i,brca
10016073,Lovers Lane Trail,"{'lat': 47.96981, 'lng': -123.86434}",15.9734,9816.974,179.832,3,loop,4.5,80,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,olym
10039812,Ten Lakes Trail,"{'lat': 37.85207, 'lng': -119.57586}",15.968,19955.816,920.8008,5,out and back,4.5,94,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,yose
10003439,High Lakes Loop Trail,"{'lat': 46.76848, 'lng': -121.7313}",15.9468,5149.888,169.7736,3,loop,4.5,73,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']",['hiking'],i,mora
10039040,Syncline Loop,"{'lat': 38.42641, 'lng': -109.92618}",15.924,13840.324,496.824,7,loop,4.5,132,"['dogs-no', 'views', 'wildlife']","['camping', 'hiking', 'trail-running']",i,cany
10259118,Hanging Rock Trail,"{'lat': 36.54919, 'lng': -118.76841}",15.8916,804.67,33.8328,1,out and back,4.5,38,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'walking']",i,seki
10111810,Chittenden Road to Mount Washburn,"{'lat': 44.824510000000004, 'lng': -110.44468}",15.8842,9012.304,451.7136,3,out and back,4.5,190,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i,yell
10011093,Halemau'u Haleakala Overlook Trail,"{'lat': 20.75236, 'lng': -156.22844}",15.8383,12230.984,723.9,5,out and back,4.5,126,"['dogs-no', 'views', 'wildlife']","['hiking', 'trail-running']",m,hale
10027387,Bullhead Lake Trail,"{'lat': 48.79771, 'lng': -113.67863}",15.8052,11104.446,134.7216,3,out and back,4.5,95,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,glac
10236212,Wheeler Peak Trail via Stella Lake Trail,"{'lat': 39.01731, 'lng': -114.30329}",15.7517,13196.588,885.7488,5,out and back,5.0,135,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,grba
10272716,Continental Divide National Scenic Trail (CDNST) Loop,"{'lat': 40.30742, 'lng': -105.8408}",15.733,46348.992,1510.8936,7,loop,4.5,48,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,romo
10030291,Eagle Lake Carriage Road Trail,"{'lat': 44.37792, 'lng': -68.25222}",15.7278,9656.04,102.7176,1,loop,4.5,173,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking', 'nature-trips', 'paddle-sports', 'walking', 'cross-country-skiing', 'canoeing']",i,acad
10042890,Cowles Bog Trail,"{'lat': 41.64508, 'lng': -87.0857}",15.7128,6920.162,64.9224,3,loop,4.5,204,"['beach', 'dogs-no', 'forest', 'lake', 'kids', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'cross-country-skiing']",i,indu
10006479,Lewis Spring Falls Trail,"{'lat': 38.53082, 'lng': -78.43969}",15.6989,4506.152,248.7168,3,loop,4.0,191,"['dogs-leash', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'walking']",i,shen
10034911,Colter Bay Lakeshore Trail,"{'lat': 43.90306, 'lng': -110.6443}",15.6641,4023.35,25.908,1,loop,4.5,140,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,grte
10236157,Mill Creek Falls Trail,"{'lat': 40.43732, 'lng': -121.53306}",15.6627,6115.492,237.744,3,out and back,4.5,132,"['forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,lavo
10000412,Chasm Falls Trail via Old Fall River Road,"{'lat': 40.41424, 'lng': -105.65535}",15.6444,4023.35,141.732,3,out and back,4.0,101,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking', 'snowshoeing']",i,romo
10250846,Icewater Spring via Appalachian Trail,"{'lat': 35.61096, 'lng': -83.42467}",15.6132,9977.908,415.7472,5,out and back,4.5,113,"['forest', 'views', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i,grsm
10031432,Olmsted Point Nature Trail,"{'lat': 37.81083, 'lng': -119.48553}",15.5984,643.736,16.764,1,out and back,4.5,51,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,yose
10001249,Broken Arch Trail,"{'lat': 38.77321, 'lng': -109.58601}",15.5947,2735.878,50.9016,1,loop,4.5,108,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,arch
10278321,Mystic Falls,"{'lat': 44.48531, 'lng': -110.85227}",15.5763,3862.416,44.8056,1,out and back,4.5,71,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'nature-trips']",i,yell
10236025,Blue Mesa Trail,"{'lat': 34.93947, 'lng': -109.75639}",15.5733,1448.406,32.9184,1,loop,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",i,pefo
10033370,Quinault River Pony Bridge Trail,"{'lat': 47.5727, 'lng': -123.57055}",15.5629,7724.832,354.7872,3,out and back,4.5,95,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,olym
10241040,Middle Prong Trail,"{'lat': 35.61741, 'lng': -83.66946}",15.5589,12713.786,381.9144,3,out and back,4.5,140,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'trail-running', 'walking', 'horseback-riding', 'fly-fishing']",i,grsm
10000054,Sourdough Ridge Nature Trail,"{'lat': 46.91467, 'lng': -121.64085}",15.5555,6276.426,215.7984,1,out and back,4.5,67,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,mora
10017347,Elephant Back Mountain Trail,"{'lat': 44.55638, 'lng': -110.40305}",15.5536,5793.624,241.7064,3,loop,4.0,141,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i,yell
10003160,Garnet Canyon Trail to Cleft Falls,"{'lat': 43.73458, 'lng': -110.74161}",15.5288,12391.918,688.848,5,out and back,5.0,83,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i,grte
10007378,Flying Mountain Trail,"{'lat': 44.29949, 'lng': -68.31643}",15.5088,2414.01,97.8408,3,loop,4.5,177,"['beach', 'dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i,acad
10013966,King Canyon Trail to Wasson Peak,"{'lat': 32.24717, 'lng': -111.16717}",15.5,11426.314,560.832,3,out and back,4.5,135,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i,sagu
10111984,Rocky Top from Lead Cove Trailhead,"{'lat': 35.60686, 'lng': -83.74488}",15.4833,16898.07,1177.7472,5,out and back,4.5,92,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running', 'horseback-riding']",i,grsm
10010458,Timber Lake Trail,"{'lat': 40.39963, 'lng': -105.84758}",15.471,15932.466,715.9752,3,out and back,4.5,128,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'trail-running']",i,romo
10039723,Running Eagle Falls Trail,"{'lat': 48.49608, 'lng': -113.34808}",15.4623,965.604,7.9248,1,loop,4.5,126,"['ada', 'cave', 'dogs-no', 'forest', 'kids', 'river', 'strollers', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,glac
10258679,Cirque Rim Nature Trail,"{'lat': 47.96962, 'lng': -123.50002}",15.4197,2574.944,114.9096,1,loop,4.5,100,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i,olym
10038226,Apgar Lookout Trail,"{'lat': 48.50434, 'lng': -114.02082}",15.4183,11426.314,566.928,5,out and back,4.0,220,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,glac
10042519,PJ Lake Trail,"{'lat': 47.94586, 'lng': -123.42561}",15.4162,2414.01,217.932,7,out and back,4.5,52,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,olym
10005116,Kolob Arch via La Verkin Creek Trail,"{'lat': 37.45126, 'lng': -113.19161}",15.4121,24301.034,542.8488,3,out and back,4.0,160,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,zion
10260204,Golden Canyon and Gower Gulch Loop via Zabriskie Point,"{'lat': 36.4208, 'lng': -116.81035}",15.3815,9334.172,332.8416,3,loop,4.5,96,"['dogs-no', 'views']","['hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i,deva
10261782,The Subway Trail via Wildcat Canyon Trail,"{'lat': 37.33963, 'lng': -113.07545}",15.3572,14323.126,434.9496,5,point to point,4.5,88,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",i,zion
10236102,Green River Bluffs Trail,"{'lat': 37.18836, 'lng': -86.101}",15.2418,7242.03,169.7736,3,loop,4.5,157,"['cave', 'dogs-leash', 'forest', 'kids', 'river', 'views']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,maca
10258677,Acadia Mountain and Man O War Trail,"{'lat': 44.3219, 'lng': -68.3327}",15.2347,4023.35,207.8736,3,loop,4.5,150,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'paddle-sports', 'trail-running', 'walking', 'horseback-riding', 'canoeing']",i,acad
10034432,Silver Lake Way Trail,"{'lat': 47.87458, 'lng': -123.08228}",15.2309,9656.04,520.9032,3,out and back,4.5,57,"['dogs-leash', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'walking']",i,olym
10106086,Cliff Palace Loop Trail,"{'lat': 37.16609, 'lng': -108.47224}",15.2049,643.736,25.908,1,loop,4.5,87,"['dogs-no', 'historic-site', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,meve
10289358,Mills Lake and The Loch,"{'lat': 40.3104, 'lng': -105.64032}",15.1983,11265.38,418.7952,3,out and back,5.0,23,"['forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,romo
10032668,Carlsbad Caverns National Park Trail,"{'lat': 32.17565, 'lng': -104.44342}",15.1743,1287.472,13.716,1,loop,5.0,144,"['ada', 'cave', 'dogs-no', 'kids', 'paved', 'strollers', 'views']","['hiking', 'nature-trips', 'walking']",i,cave
10033590,Spruce Flats Falls via Lumber Ridge Loop,"{'lat': 35.64146, 'lng': -83.68935}",15.1321,11265.38,459.9432,3,loop,4.5,86,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i,grsm
10258911,Mary's Rock via the Appalachian Trail (Southern Approach),"{'lat': 38.63775, 'lng': -78.31438}",15.1314,3862.416,229.8192,3,out and back,4.5,133,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,shen
10259901,Manzanita Lake Loop,"{'lat': 40.53626, 'lng': -121.56251}",15.1058,3057.746,13.716,1,loop,4.5,142,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'fly-fishing']",i,lavo
10003006,Paintbrush Canyon & String Lake Loop Trail to Lake Solitude,"{'lat': 43.78488, 'lng': -110.72746}",15.058,32830.536,1743.7608,3,loop,4.5,73,"['beach', 'dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,grte
10037318,High Sierra Trail to Hamilton Lakes,"{'lat': 36.55452, 'lng': -118.75006}",15.0559,46027.124,2118.9696,5,out and back,5.0,25,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking']",i,seki
10245164,Pine Grove Trail and Ledges Trail Loop from Kendall Lake,"{'lat': 41.21802, 'lng': -81.52488}",15.0255,6115.492,98.7552,3,loop,4.5,158,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,cuva
10235587,Roaring Fork Motor Nature Trail,"{'lat': 35.68552, 'lng': -83.49645}",14.9923,10782.578,365.76,3,point to point,4.5,119,"['dogs-no', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'road-biking', 'scenic-driving']",i,grsm
10014248,Gorge Path Trail,"{'lat': 44.3526, 'lng': -68.22463}",14.9756,5471.756,391.9728,3,out and back,4.5,146,"['dogs-leash', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,acad
10026576,Clear Lake Artist's Point Loop Trail,"{'lat': 44.71557, 'lng': -110.49575}",14.9658,5471.756,116.7384,1,loop,4.5,72,"['dogs-no', 'forest', 'lake', 'kids', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,yell
10120707,Biscuit Basin Interpretive Trail,"{'lat': 44.48496, 'lng': -110.85223}",14.9558,1126.538,7.9248,1,loop,4.5,104,"['ada', 'dogs-no', 'kids', 'hot-springs', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,yell
10027534,Sugar Bowl - Redwood Creek Loop,"{'lat': 36.70906, 'lng': -118.92146}",14.952,10460.71,463.9056,3,loop,4.5,77,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i,seki
10240717,Lake Constance Trail,"{'lat': 47.74152, 'lng': -123.04939}",14.9382,23335.43,1492.9104,5,out and back,4.5,55,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'mountain-biking', 'rock-climbing', 'fly-fishing']",i,olym
10026939,"Hart Tree, Fallen Goliath, Redwood Creek Loop","{'lat': 36.70747, 'lng': -118.92094}",14.9092,11426.314,412.6992,3,loop,4.5,91,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,seki
10007829,North Gorham Mountain Trail,"{'lat': 44.33155, 'lng': -68.18522}",14.9032,2414.01,136.8552,1,out and back,4.5,176,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,acad
10000722,Paintbrush Divide and Lake Solitude,"{'lat': 43.78818, 'lng': -110.73054}",14.8673,30899.328,1238.7072,5,loop,5.0,73,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,grte
10004120,Grandview Trail Loop,"{'lat': 35.99805, 'lng': -111.98775}",14.8144,18668.344,1188.72,7,loop,5.0,62,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,grca
10235810,Green Mountain Trail,"{'lat': 40.30741, 'lng': -105.84094}",14.7896,5632.69,214.884,3,out and back,4.5,158,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",i,romo
10262484,Northgate Peaks via Kolob Terrace,"{'lat': 37.33999, 'lng': -113.07569}",14.7831,9656.04,340.7664,3,loop,4.5,103,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running']",i,zion
10006500,Hermit Trail,"{'lat': 36.06193, 'lng': -112.21112}",14.7746,24783.836,1567.8912,5,out and back,4.5,88,"['dogs-no', 'river', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,grca
10031637,Devil's Kitchen Trail,"{'lat': 40.44312, 'lng': -121.39747}",14.7733,7402.964,187.7568,3,out and back,4.5,90,"['dogs-no', 'forest', 'kids', 'hot-springs', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,lavo
10248248,Flat Top Mountain and Fern Lake Trail,"{'lat': 40.3119, 'lng': -105.64597}",14.7715,16737.136,416.9664,3,point to point,4.5,77,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'fly-fishing']",i,romo
10003083,Osprey Falls Trail,"{'lat': 44.95621, 'lng': -110.7017}",14.7693,11909.116,551.9928,3,out and back,4.5,75,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking']",i,yell
10259347,Grandview Point to Horseshoe Mesa Trail,"{'lat': 35.99809, 'lng': -111.98778}",14.7248,8851.37,726.948,3,out and back,5.0,97,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,grca
10249631,Cohab Canyon Trail,"{'lat': 38.28268, 'lng': -111.24624}",14.724,4828.02,241.7064,3,out and back,4.5,86,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",i,care
10111542,Gregory Ridge Trail to Gregory Bald,"{'lat': 35.56245, 'lng': -83.84573}",14.7105,18668.344,1023.8232,7,out and back,4.5,125,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running', 'horseback-riding']",i,grsm
10029217,Walker Sisters Home via Little Brier Gap Trail,"{'lat': 35.67828, 'lng': -83.64753}",14.7018,6276.426,134.7216,1,out and back,4.5,111,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,grsm
10041313,North Kaibab Trail to Roaring Springs,"{'lat': 36.21687, 'lng': -112.05678}",14.6866,13518.456,1071.9816,5,out and back,4.5,80,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i,grca
10034281,Mosaic Canyon Trail,"{'lat': 36.57185, 'lng': -117.14421}",14.6726,5632.69,324.9168,1,out and back,4.0,130,"['dogs-no', 'kids', 'wildlife']","['hiking', 'nature-trips', 'walking']",i,deva
10233969,Juney Whank Falls Trail,"{'lat': 35.46429, 'lng': -83.43434}",14.6466,965.604,51.816,1,loop,4.0,119,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i,grsm
10258678,Heart O' the Forest Trail,"{'lat': 48.03515, 'lng': -123.42584}",14.6372,7081.096,257.8608,3,out and back,4.0,110,"['dogs-no', 'forest', 'river', 'wildlife']","['camping', 'hiking', 'trail-running', 'walking']",i,olym
10034098,Johns Lake Loop,"{'lat': 48.63552, 'lng': -113.86758}",14.6283,3057.746,55.7784,1,loop,4.0,115,"['dogs-no', 'lake', 'kids', 'river', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'walking', 'horseback-riding']",i,glac
10006002,Bristlecone Pine Glacier Trail,"{'lat': 39.01015, 'lng': -114.30698}",14.6046,7242.03,322.7832,3,out and back,4.5,125,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,grba
10042720,Hemp Hill Road Trail,"{'lat': 35.57429, 'lng': -83.07494}",14.5676,6598.294,250.8504,3,loop,4.5,146,"['dogs-no', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,grsm
